timestamp_s,programName,programStatus,partTimeInCycle,cuttingTime,operatingTime,totalCycleTimeNet,activeBlock,activeLineNumber,partsMadeForProgram,partsRequiredForProgram,totalParts,spindleName,spindleTemp,spindleOpMode,spindlePsModePos,spindleSpeedDemand,spindleActualSpeed,spindleTurnState,spindleAngularPositionDemand,spindleSpeedLimit,spindleSpeedOverride,spindleDriveLoad,spindleConstCutRate,coolantTemp,activeToolNumber,activeToolID,activeToolLength1,activeToolLength2,activeToolLength3,activeToolRadius,axisXName,axisXStatus,axisXPositionToGo,axisXPosition,axisXAcceleration,axisXAccelerationPC,axisXDrivePower,axisXFeedRate,axisYName,axisYStatus,axisYPositionToGo,axisYPosition,axisYAcceleration,axisYAccelerationPC,axisYDrivePower,axisYFeedRate,axisZName,axisZStatus,axisZPositionToGo,axisZPosition,axisZAcceleration,axisZAccelerationPC,axisZDrivePower,axisZFeedRate,axisCName,axisCStatus,axisCPositionToGo,axisCPosition,axisCAcceleration,axisCAccelerationPC,axisCDrivePower,axisCFeedRate,axisAName,axisAStatus,axisAPositionToGo,axisAPosition,axisAAcceleration,axisAAccelerationPC,axisADrivePower,axisAFeedRate
21.7,O1234_JOB1,3,5.7,0.0,6.6,6634.0,N50 G00 Z5.0,50,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,5,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
21.8,O1234_JOB1,3,5.8,0.0,6.7,6734.0,N50 G00 Z5.0,50,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,5,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
21.9,O1234_JOB1,3,5.9,0.0,6.8,6828.0,N50 G00 Z5.0,50,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,5,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
22.0,O1234_JOB1,3,6.0,0.0,6.9,6929.0,N50 G00 Z5.0,50,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,5,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
22.1,O1234_JOB1,3,6.1,0.1,7.0,7034.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,1,0,4,0,-70,43,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
22.2,O1234_JOB1,3,6.2,0.2,7.1,7135.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,34,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,0,0.0,Z,1,0,2,3,70,51,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
22.3,O1234_JOB1,3,6.3,0.3,7.2,7229.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,30,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,2,0.0,Z,1,0,1,3,70,50,800.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
22.4,O1234_JOB1,3,6.4,0.4,7.3,7320.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.2,0,0,2500,2500,0,0,8000,100,34,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,1,0,0,3,70,53,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
22.5,O1234_JOB1,3,6.5,0.5,7.4,7422.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.3,0,0,2500,2500,0,0,8000,100,28,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,1,0,0,3,70,43,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
22.6,O1234_JOB1,3,6.6,0.6,7.5,7521.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.3,0,0,2500,2500,0,0,8000,100,38,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,2,0.0,Z,1,0,0,3,70,51,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
22.7,O1234_JOB1,3,6.7,0.7,7.6,7616.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.3,0,0,2500,2500,0,0,8000,100,30,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,2,0.0,Z,1,0,0,3,70,53,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
22.8,O1234_JOB1,3,6.8,0.8,7.7,7717.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.3,0,0,2500,2500,0,0,8000,100,38,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,1,0,0,3,70,48,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
22.9,O1234_JOB1,3,6.9,0.9,7.8,7814.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.3,0,0,2500,2500,0,0,8000,100,37,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,1,0,0,3,70,54,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
23.0,O1234_JOB1,3,7.0,1.0,7.9,7919.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,28,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,2,0.0,Z,1,0,0,3,70,50,800.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
23.1,O1234_JOB1,3,7.1,1.1,8.0,8020.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,34,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,1,0,0,3,70,41,800.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
23.2,O1234_JOB1,3,7.2,1.2,8.1,8110.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,30,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,1,0.0,Z,1,0,0,3,70,51,200.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
23.3,O1234_JOB1,3,7.3,1.2,8.2,8218.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,36,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
23.4,O1234_JOB1,3,7.4,1.2,8.3,8320.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
23.5,O1234_JOB1,3,7.5,1.2,8.4,8413.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
23.6,O1234_JOB1,3,7.6,1.2,8.5,8515.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
23.7,O1234_JOB1,3,7.7,1.2,8.6,8608.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,5,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
23.8,O1234_JOB1,3,7.8,1.2,8.7,8705.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.4,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
23.9,O1234_JOB1,3,7.9,1.2,8.8,8814.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
24.0,O1234_JOB1,3,8.0,1.2,8.9,8907.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,5,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
24.1,O1234_JOB1,3,8.1,1.2,9.0,9016.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
24.2,O1234_JOB1,3,8.2,1.2,9.1,9122.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
24.3,O1234_JOB1,3,8.3,1.2,9.2,9230.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
24.4,O1234_JOB1,3,8.4,1.2,9.3,9322.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
24.5,O1234_JOB1,3,8.5,1.2,9.4,9414.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
24.6,O1234_JOB1,3,8.6,1.2,9.5,9519.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
24.7,O1234_JOB1,3,8.7,1.2,9.6,9610.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
24.8,O1234_JOB1,3,8.8,1.2,9.7,9713.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,5,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
24.9,O1234_JOB1,3,8.9,1.2,9.8,9810.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
25.0,O1234_JOB1,3,9.0,1.2,9.9,9905.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
25.1,O1234_JOB1,3,9.1,1.2,10.0,10009.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
25.2,O1234_JOB1,3,9.2,1.2,10.1,10114.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
25.3,O1234_JOB1,3,9.3,1.2,10.2,10223.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
25.4,O1234_JOB1,3,9.4,1.2,10.3,10332.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.5,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
25.5,O1234_JOB1,3,9.5,1.2,10.4,10428.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
25.6,O1234_JOB1,3,9.6,1.2,10.5,10527.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,5,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
25.7,O1234_JOB1,3,9.7,1.2,10.6,10634.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,5,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
25.8,O1234_JOB1,3,9.8,1.2,10.7,10725.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
25.9,O1234_JOB1,3,9.9,1.2,10.8,10822.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,4,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
26.0,O1234_JOB1,3,10.0,1.2,10.9,10914.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,4,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
26.1,O1234_JOB1,3,10.1,1.2,11.0,11014.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
26.2,O1234_JOB1,3,10.2,1.2,11.1,11112.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
26.3,O1234_JOB1,3,10.3,1.2,11.2,11203.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
26.4,O1234_JOB1,3,10.4,1.2,11.3,11299.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,4,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
26.5,O1234_JOB1,3,10.5,1.2,11.4,11406.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
26.6,O1234_JOB1,3,10.6,1.2,11.5,11501.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,2,0.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
26.7,O1234_JOB1,3,10.7,1.2,11.6,11608.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,5,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
26.8,O1234_JOB1,3,10.8,1.2,11.7,11707.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
26.9,O1234_JOB1,3,10.9,1.2,11.8,11812.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,7,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
27.0,O1234_JOB1,3,11.0,1.2,11.9,11906.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,6,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,1,0.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
27.1,O1234_JOB1,3,11.1,1.2,12.0,12016.0,N60 G01 Z-10.0 F800,60,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,4,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,3,0,50,0,0,0,0.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
27.2,O1234_JOB1,3,11.2,1.3,12.1,12123.0,N70 X150.0,70,0,5,58,S1,25.6,0,0,2500,2500,0,0,8000,100,8,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,100,51,4,70,43,800.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
27.3,O1234_JOB1,3,11.3,1.4,12.2,12227.0,N70 X150.0,70,0,5,58,S1,25.7,0,0,2500,2500,0,0,8000,100,29,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,99,53,0,0,23,800.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
27.4,O1234_JOB1,3,11.4,1.5,12.3,12326.0,N70 X150.0,70,0,5,58,S1,25.7,0,0,2500,2500,0,0,8000,100,36,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,97,54,0,0,25,800.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
27.5,O1234_JOB1,3,11.5,1.6,12.4,12428.0,N70 X150.0,70,0,5,58,S1,25.7,0,0,2500,2500,0,0,8000,100,27,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,96,55,0,0,23,800.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
27.6,O1234_JOB1,3,11.6,1.7,12.5,12525.0,N70 X150.0,70,0,5,58,S1,25.7,0,0,2500,2500,0,0,8000,100,29,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,95,57,0,0,25,800.0,Y,3,0,25,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
27.7,O1234_JOB1,3,11.7,1.8,12.6,12619.0,N70 X150.0,70,0,5,58,S1,25.7,0,0,2500,2500,0,0,8000,100,35,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,93,58,0,0,23,800.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
27.8,O1234_JOB1,3,11.8,1.9,12.7,12716.0,N70 X150.0,70,0,5,58,S1,25.8,0,0,2500,2500,0,0,8000,100,31,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,92,59,0,0,29,800.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
27.9,O1234_JOB1,3,11.9,2.0,12.8,12813.0,N70 X150.0,70,0,5,58,S1,25.8,0,0,2500,2500,0,0,8000,100,29,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,91,61,0,0,25,800.0,Y,3,0,25,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
28.0,O1234_JOB1,3,12.0,2.1,12.9,12913.0,N70 X150.0,70,0,5,58,S1,25.8,0,0,2500,2500,0,0,8000,100,39,0,19,1,T01_DRILL_10MM,100.5,0.0,0.0,5.0,X,0,89,62,0,0,28,800.0,Y,3,0,25,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
